0.006667	50.000000	-0.122638
0.013333	50.000000	0.235056
0.020000	50.000000	1.226381
0.026667	50.000000	2.728697
0.033333	50.000000	4.558049
0.040000	50.000000	6.693995
0.046667	50.000000	9.054778
0.053333	50.000000	11.568859
0.060000	50.000000	14.185138
0.066667	50.000000	16.791197
0.073333	50.000000	19.254179
0.080000	50.000000	21.584303
0.086667	50.000000	23.802007
0.093333	50.000000	25.815316
0.100000	50.000000	27.705986
0.106667	50.000000	29.453579
0.113333	50.000000	31.068314
0.120000	50.000000	32.550192
0.126667	50.000000	33.909430
0.133333	50.000000	35.156251
0.140000	50.000000	36.290653
0.146667	50.000000	37.333076
0.153333	50.000000	38.283521
0.160000	50.000000	39.152208
0.166667	50.000000	39.939135
0.173333	50.000000	40.664744
0.180000	50.000000	41.329034
0.186667	50.000000	41.921785
0.193333	50.000000	42.473654
0.200000	50.000000	42.974427
0.206667	50.000000	43.424099
0.213333	50.000000	43.843114
0.220000	50.000000	44.211029
0.226667	50.000000	44.538062
0.233333	50.000000	44.844659
0.240000	50.000000	45.120595
0.246667	50.000000	45.355649
0.253333	50.000000	45.570267
0.260000	50.000000	45.764443
0.266667	50.000000	45.938182
0.273333	50.000000	46.173237
0.280000	50.000000	46.530934
0.286667	50.000000	46.939727
0.293333	50.000000	47.287199
0.300000	50.000000	47.542696
0.306667	50.000000	47.736872
0.313333	50.000000	47.879951
0.320000	50.000000	47.992369
0.326667	50.000000	48.074129
0.333333	50.000000	48.115008
0.340000	50.000000	48.145665
0.346666	50.000000	48.258083
0.353333	50.000000	48.472702
0.360000	50.000000	48.758856
0.366666	50.000000	49.004135
0.373333	50.000000	49.167649
0.380000	50.000000	49.259628
0.386666	50.000000	49.310728
0.393333	50.000000	49.310728
0.400000	50.000000	49.310728
0.406666	50.000000	49.310728
0.413333	50.000000	49.310728
0.420000	50.000000	49.310728
0.426666	50.000000	49.310728
0.433333	50.000000	49.310728
0.440000	50.000000	49.310728
0.446666	50.000000	49.310728
0.453333	50.000000	49.310728
0.460000	50.000000	49.310728
0.466666	50.000000	49.310728
0.473333	50.000000	49.310728
0.480000	50.000000	49.310728
0.486666	50.000000	49.310728
0.493333	50.000000	49.310728
0.500000	50.000000	49.310728
0.506666	50.000000	49.310728
0.513333	-50.000000	49.310728
0.520000	-50.000000	48.513580
0.526666	-50.000000	46.367415
0.533333	-50.000000	43.229924
0.540000	-50.000000	39.417923
0.546666	-50.000000	35.146029
0.553333	-50.000000	30.587981
0.560000	-50.000000	25.866415
0.566666	-50.000000	21.032430
0.573333	-50.000000	16.392623
0.580000	-50.000000	11.906113
0.586666	-50.000000	7.572901
0.593333	-50.000000	3.546285
0.600000	-50.000000	-0.562091
0.606666	-50.000000	-4.179914
0.613333	-50.000000	-7.572901
0.620000	-50.000000	-10.689953
0.626666	-50.000000	-13.715026
0.633333	-50.000000	-16.269985
0.640000	-50.000000	-18.712528
0.646666	-50.000000	-20.991552
0.653333	-50.000000	-22.974200
0.660000	-50.000000	-24.803552
0.666666	-50.000000	-26.469386
0.673333	-50.000000	-27.910383
0.680000	-50.000000	-29.208303
0.686666	-50.000000	-30.383584
0.693333	-50.000000	-31.558865
0.700000	-50.000000	-32.723928
0.706666	-50.000000	-33.868552
0.713333	-50.000000	-34.992733
0.719999	-50.000000	-36.004495
0.726666	-50.000000	-36.842525
0.733333	-50.000000	-37.517034
0.739999	-50.000000	-38.181324
0.746666	-50.000000	-38.876272
0.753333	-50.000000	-39.540563
0.759999	-50.000000	-40.204850
0.766666	-50.000000	-40.848701
0.773333	-50.000000	-41.472110
0.779999	-50.000000	-42.064861
0.786666	-50.000000	-42.626954
0.793333	-50.000000	-43.158384
0.799999	-50.000000	-43.648939
0.806666	-50.000000	-44.119050
0.813333	-50.000000	-44.548283
0.819999	-50.000000	-44.946856
0.826666	-50.000000	-45.324992
0.833333	-50.000000	-45.652025
0.839999	-50.000000	-45.958622
0.846666	-50.000000	-46.244776
0.853333	-50.000000	-46.500273
0.859999	-50.000000	-46.745548
0.866666	-50.000000	-46.949945
0.873333	-50.000000	-47.144124
0.879999	-50.000000	-47.317860
0.886666	-50.000000	-47.471157
0.893333	-50.000000	-47.614236
0.899999	-50.000000	-47.747093
0.906666	-50.000000	-47.869733
0.913333	-50.000000	-47.971929
0.919999	-50.000000	-48.053687
0.926666	-50.000000	-48.125226
0.933333	-50.000000	-48.186547
0.939999	-50.000000	-48.247865
